Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Tamil Nadu,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,519.0,539.0
West Bengal,2002,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,580.0,580.0
Andhra Pradesh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,507.0,507.0
Arunachal Pradesh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1.0,1.0
Assam,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,472.0,492.0
Bihar,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1219.0,1219.0
Chandigarh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,19.0,19.0
Chhattisgarh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,100.0,100.0
Daman & Diu,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2.0,2.0
Gujarat,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,477.0,479.0
Haryana,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,318.0,320.0
Himachal Pradesh,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,58.0,59.0
Jammu & Kashmir,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,170.0,170.0
Jharkhand,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,227.0,229.0
Karnataka,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,248.0,248.0
Maharashtra,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,9.0,555.0,564.0
Meghalaya,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,5.0,5.0
Mizoram,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2.0,3.0
Nagaland,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,6.0,6.0
Odisha,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,379.0,379.0
Punjab,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,170.0,170.0
Rajasthan,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,991.0,992.0
Tamil Nadu,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,20.0,399.0,419.0
Uttarakhand,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,50.0,54.0
West Bengal,2003,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,471.0,471.0
Andhra Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,713.0,713.0
Arunachal Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2.0,2.0
Assam,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,28.0,475.0,503.0
Bihar,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1101.0,1101.0
Chandigarh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,22.0,22.0
Chhattisgarh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,12.0,259.0,271.0
Daman & Diu,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3.0,3.0
Gujarat,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,521.0,524.0
Haryana,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,286.0,289.0
Himachal Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,44.0,44.0
Jharkhand,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,4.0,225.0,229.0
Karnataka,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,272.0,272.0
Maharashtra,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,616.0,618.0
Manipur,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2.0,2.0
Meghalaya,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,3.0,3.0
Mizoram,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,9.0,1.0,10.0
Nagaland,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,29.0,31.0
Odisha,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,349.0,349.0
Punjab,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,96.0,156.0,252.0
Rajasthan,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,843.0,843.0
Tamil Nadu,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,5.0,423.0,428.0
Uttar Pradesh,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,1.0,2116.0,2117.0
West Bengal,2004,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,495.0,497.0
Andhra Pradesh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,688.0,688.0
Arunachal Pradesh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,13.0,13.0
Assam,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,42.0,525.0,567.0
Bihar,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,1241.0,1241.0
Chandigarh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,14.0,14.0
Chhattisgarh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,24.0,79.0,103.0
Gujarat,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,435.0,438.0
Haryana,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,215.0,215.0
Himachal Pradesh,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,62.0,62.0
Jammu & Kashmir,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,227.0,227.0
Jharkhand,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,15.0,450.0,465.0
Karnataka,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,395.0,395.0
Maharashtra,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,3.0,555.0,558.0
Manipur,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,4.0,4.0
Meghalaya,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,5.0,5.0
Mizoram,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,2.0,2.0
Nagaland,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,114.0,114.0
Odisha,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,270.0,270.0
Punjab,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,0.0,129.0,129.0
Rajasthan,2005,TVC- Kidnapping & Abduction,05. Kidnapping & Abduction,2.0,698.0,700.0
